word1,type,len,pos1,stemmed1,priorpolarity
restore,weaksubj,1,verb,y,positive
restraint,weaksubj,1,adj,n,positive
restraint,weaksubj,1,noun,n,positive
restrict,weaksubj,1,verb,y,negative
restricted,weaksubj,1,adj,n,negative
restriction,weaksubj,1,noun,n,negative
restrictive,weaksubj,1,adj,n,negative
resurgent,weaksubj,1,adj,n,positive
retaliate,weaksubj,1,verb,y,negative
retaliatory,weaksubj,1,adj,n,negative
retard,weaksubj,1,verb,y,negative
reticent,strongsubj,1,adj,n,negative
retire,weaksubj,1,verb,y,negative
retract,weaksubj,1,verb,y,negative
retreat,weaksubj,1,noun,n,negative
retreat,weaksubj,1,verb,y,negative
reunite,weaksubj,1,verb,y,positive
reveal,weaksubj,1,anypos,y,neutral
revealing,strongsubj,1,adj,n,neutral
revel,strongsubj,1,adj,n,positive
revel,strongsubj,1,noun,n,positive
revel,strongsubj,1,verb,y,positive
revelation,weaksubj,1,adj,n,positive
revelation,weaksubj,1,noun,n,positive
revelatory,strongsubj,1,anypos,y,neutral
revenge,strongsubj,1,noun,n,negative
revenge,strongsubj,1,verb,y,negative
revengeful,strongsubj,1,adj,n,negative
revengefully,strongsubj,1,anypos,n,negative
revere,strongsubj,1,verb,y,positive
reverence,strongsubj,1,noun,n,positive
reverent,strongsubj,1,adj,n,positive
reverently,strongsubj,1,adverb,n,positive
revert,weaksubj,1,verb,y,negative
revival,weaksubj,1,noun,n,positive
revive,weaksubj,1,verb,y,positive
revile,strongsubj,1,verb,y,negative
reviled,strongsubj,1,adj,n,negative
revitalize,weaksubj,1,verb,y,positive
revoke,weaksubj,1,verb,y,negative
revolt,weaksubj,1,verb,y,negative
revolting,strongsubj,1,anypos,n,negative
revoltingly,strongsubj,1,anypos,n,negative
revolution,weaksubj,1,adj,n,positive
revolution,weaksubj,1,noun,n,positive
revulsion,strongsubj,1,noun,n,negative
revulsive,strongsubj,1,adj,n,negative
reward,strongsubj,1,verb,y,positive
rewarding,strongsubj,1,anypos,n,positive
rewardingly,strongsubj,1,anypos,n,positive
rhapsodize,weaksubj,1,verb,y,negative
rhetoric,weaksubj,1,adj,n,negative
rhetoric,weaksubj,1,noun,n,negative
rhetorical,strongsubj,1,adj,n,negative
rhetorical,strongsubj,1,noun,n,negative
rich,weaksubj,1,adj,n,positive
riches,weaksubj,1,noun,n,positive
richly,strongsubj,1,adverb,n,positive
richness,strongsubj,1,noun,n,positive
rid,strongsubj,1,verb,y,negative
ridicule,strongsubj,1,noun,n,negative
ridicule,strongsubj,1,verb,y,negative
ridiculous,strongsubj,1,anypos,n,negative
ridiculously,strongsubj,1,anypos,n,negative
rife,strongsubj,1,adj,n,negative
rift,strongsubj,1,adj,n,negative
rift,strongsubj,1,noun,n,negative
rifts,strongsubj,1,adj,n,negative
rifts,strongsubj,1,noun,n,negative
right,weaksubj,1,adj,n,positive
right,weaksubj,1,noun,n,positive
right,strongsubj,1,verb,y,positive
righten,strongsubj,1,verb,y,positive
righteous,strongsubj,1,adj,n,positive
righteously,strongsubj,1,anypos,n,positive
righteousness,strongsubj,1,noun,n,positive
rightful,strongsubj,1,adj,n,positive
rightfully,strongsubj,1,adverb,n,positive
rightly,strongsubj,1,anypos,y,positive
rightness,strongsubj,1,adj,n,positive
rightness,strongsubj,1,noun,n,positive
rights,weaksubj,1,adj,n,positive
rights,weaksubj,1,noun,n,positive
rigid,weaksubj,1,adj,n,negative
rigor,weaksubj,1,noun,n,negative
rigorous,weaksubj,1,adj,n,negative
rile,strongsubj,1,verb,y,negative
riled,strongsubj,1,anypos,n,negative
ripe,weaksubj,1,adj,n,positive
risk,weaksubj,1,adj,n,negative
risk,weaksubj,1,noun,n,negative
risk,weaksubj,1,free,adj,n positive
risky,weaksubj,1,adj,n,negative
rival,weaksubj,1,noun,n,negative
rival,weaksubj,1,verb,y,negative
rivalry,weaksubj,1,noun,n,negative
roadblocks,strongsubj,1,adj,n,negative
roadblocks,strongsubj,1,noun,n,negative
robust,weaksubj,1,adj,n,positive
rocky,weaksubj,1,adj,n,negative
rogue,strongsubj,1,adj,n,negative
rogue,strongsubj,1,noun,n,negative
rollercoaster,strongsubj,1,adj,n,negative
rollercoaster,strongsubj,1,noun,n,negative
romantic,strongsubj,1,anypos,y,positive
romantically,strongsubj,1,anypos,y,positive
romanticize,strongsubj,1,verb,y,positive
rosy,strongsubj,1,adj,n,positive
rot,weaksubj,1,noun,n,negative
rot,weaksubj,1,verb,y,negative
rotten,strongsubj,1,adj,n,negative
rough,weaksubj,1,adj,n,negative
rousing,strongsubj,1,adj,n,positive
rubbish,strongsubj,1,noun,n,negative
rude,strongsubj,1,adj,n,negative
rue,strongsubj,1,adj,n,negative
rue,strongsubj,1,verb,y,negative
ruffian,strongsubj,1,noun,n,negative
ruffle,weaksubj,1,verb,y,negative
ruin,weaksubj,1,adj,n,negative
ruin,weaksubj,1,noun,n,negative
ruin,weaksubj,1,verb,y,negative
ruinous,weaksubj,1,adj,n,negative
rumbling,strongsubj,1,adj,n,negative
rumbling,strongsubj,1,noun,n,negative
rumor,strongsubj,1,adj,n,negative
rumor,strongsubj,1,noun,n,negative
rumors,strongsubj,1,adj,n,negative
rumors,strongsubj,1,noun,n,negative
rumours,strongsubj,1,adj,n,negative
rumours,strongsubj,1,noun,n,negative
rumple,strongsubj,1,verb,y,negative
run,strongsubj,1,down,adj,n negative
runaway,strongsubj,1,verb,n,negative
rupture,weaksubj,1,noun,n,negative
rupture,weaksubj,1,verb,y,negative
rusty,strongsubj,1,adj,n,negative
ruthless,strongsubj,1,adj,n,negative
ruthlessly,strongsubj,1,anypos,n,negative
ruthlessness,strongsubj,1,noun,n,negative
sabotage,strongsubj,1,verb,y,negative
sacred,strongsubj,1,adj,n,positive
sacrifice,strongsubj,1,adj,n,negative
sacrifice,strongsubj,1,noun,n,negative
sad,strongsubj,1,adj,n,negative
sad,strongsubj,1,anypos,y,negative
sadden,strongsubj,1,verb,y,negative
sadly,strongsubj,1,anypos,n,negative
sadness,strongsubj,1,noun,n,negative
safe,weaksubj,1,adj,n,positive
safeguard,strongsubj,1,verb,y,positive
sag,weaksubj,1,verb,y,negative
sagacity,strongsubj,1,noun,n,positive
sage,strongsubj,1,adj,n,positive
sagely,strongsubj,1,adverb,n,positive
saint,strongsubj,1,noun,n,positive
saintliness,strongsubj,1,noun,n,positive
saintly,strongsubj,1,adj,n,positive
salable,weaksubj,1,adj,n,positive
salacious,strongsubj,1,adj,n,negative
salivate,weaksubj,1,verb,y,positive
salutary,strongsubj,1,adj,n,positive
salute,strongsubj,1,verb,y,positive
salvation,strongsubj,1,noun,n,positive
sanctimonious,strongsubj,1,adj,n,negative
sanctimonious,strongsubj,1,noun,n,negative
sanctify,strongsubj,1,verb,y,positive
sanction,strongsubj,1,verb,y,positive
sanctity,strongsubj,1,noun,n,positive
sanctuary,strongsubj,1,adj,n,positive
sanctuary,strongsubj,1,noun,n,positive
sanguine,strongsubj,1,adj,n,positive
sane,strongsubj,1,adj,n,positive
sanity,strongsubj,1,adj,n,positive
sanity,strongsubj,1,noun,n,positive
sap,strongsubj,1,verb,y,negative
sarcasm,strongsubj,1,noun,n,negative
sarcastic,strongsubj,1,adj,n,negative
sarcastically,strongsubj,1,adverb,n,negative
sardonic,strongsubj,1,adj,n,negative
sardonically,strongsubj,1,adverb,n,negative
sass,strongsubj,1,noun,n,negative
sass,strongsubj,1,verb,y,negative
satirical,strongsubj,1,adj,n,negative
satirize,strongsubj,1,verb,y,negative
satisfaction,strongsubj,1,adj,n,positive
satisfaction,strongsubj,1,noun,n,positive
satisfactorily,strongsubj,1,adverb,n,positive
satisfactory,strongsubj,1,adj,n,positive
satisfy,weaksubj,1,verb,y,positive
satisfying,weaksubj,1,adj,n,positive
savage,strongsubj,1,adj,n,negative
savage,strongsubj,1,noun,n,negative
savage,strongsubj,1,verb,y,negative
savaged,strongsubj,1,adj,n,negative
savagely,strongsubj,1,anypos,n,negative
savagery,strongsubj,1,noun,n,negative
savages,strongsubj,1,noun,n,negative
savor,weaksubj,1,verb,y,positive
savvy,strongsubj,1,adj,n,positive
scandal,weaksubj,1,adj,n,negative
scandal,weaksubj,1,noun,n,negative
scandalize,strongsubj,1,verb,y,negative
scandalized,strongsubj,1,adj,n,negative
scandalous,strongsubj,1,anypos,n,negative
scandalously,strongsubj,1,anypos,n,negative
scandals,strongsubj,1,noun,n,negative
scant,weaksubj,1,adj,n,negative
scapegoat,strongsubj,1,noun,n,negative
scar,strongsubj,1,noun,n,negative
scar,strongsubj,1,verb,y,negative
scarred,strongsubj,1,adj,n,negative
scarce,weaksubj,1,adj,n,negative
scarcely,strongsubj,1,anypos,n,negative
scarcity,weaksubj,1,noun,n,negative
scare,strongsubj,1,verb,y,negative
scared,strongsubj,1,adj,n,negative
scarier,strongsubj,1,adj,n,negative
scariest,strongsubj,1,adj,n,negative
scarily,strongsubj,1,anypos,n,negative
scars,strongsubj,1,adj,n,negative
scars,strongsubj,1,noun,n,negative
scary,strongsubj,1,adj,n,negative
scary,strongsubj,1,anypos,n,negative
scathing,strongsubj,1,adj,n,negative
scathingly,strongsubj,1,anypos,n,negative
scenic,weaksubj,1,adj,n,positive
scheme,weaksubj,1,noun,n,negative
scheme,weaksubj,1,verb,y,negative
scheming,strongsubj,1,anypos,n,negative
scholarly,weaksubj,1,adj,n,neutral
scoff,strongsubj,1,verb,y,negative
scoffingly,strongsubj,1,anypos,n,negative
scold,strongsubj,1,verb,y,negative
scolding,strongsubj,1,noun,n,negative
scoldingly,strongsubj,1,anypos,n,negative
scorching,strongsubj,1,anypos,n,negative
scorchingly,strongsubj,1,anypos,n,negative
scorn,strongsubj,1,verb,y,negative
scornful,strongsubj,1,anypos,n,negative
scornfully,strongsubj,1,anypos,n,negative
scoundrel,strongsubj,1,noun,n,negative
scourge,strongsubj,1,noun,n,negative
scowl,strongsubj,1,noun,n,negative
scowl,strongsubj,1,verb,y,negative
scream,strongsubj,1,verb,y,negative
screaming,strongsubj,1,adj,n,neutral
screamingly,strongsubj,1,adverb,n,neutral
screech,strongsubj,1,noun,n,negative
screech,strongsubj,1,verb,y,negative
screw,weaksubj,1,verb,y,negative
scruples,strongsubj,1,noun,n,positive
scrupulous,strongsubj,1,adj,n,positive
scrupulously,strongsubj,1,anypos,n,positive
scrutinize,strongsubj,1,verb,y,neutral
scrutiny,strongsubj,1,adj,n,neutral
scrutiny,strongsubj,1,noun,n,neutral
scum,strongsubj,1,noun,n,negative
scummy,strongsubj,1,adj,n,negative
seamless,strongsubj,1,adj,n,positive
seasoned,weaksubj,1,adj,n,positive
second,strongsubj,1,class,adj,n negative
second,weaksubj,1,tier,adj,n negative
secretive,weaksubj,1,adj,n,negative
secretive,weaksubj,1,noun,n,negative
secure,weaksubj,1,adj,n,positive
securely,weaksubj,1,adverb,n,positive
security,weaksubj,1,adj,n,positive
security,weaksubj,1,noun,n,positive
sedentary,weaksubj,1,adj,n,negative
seductive,strongsubj,1,adj,n,positive
seedy,strongsubj,1,adj,n,negative
seem,weaksubj,1,anypos,y,neutral
seemingly,strongsubj,1,anypos,y,neutral
seethe,strongsubj,1,verb,y,negative
seething,strongsubj,1,adj,n,negative
selective,weaksubj,1,adj,n,positive
self,strongsubj,1,coup,adj,n negative
self,strongsubj,1,coup,noun,n negative
self,strongsubj,1,criticism,adj,n negative
self,strongsubj,1,criticism,noun,n negative
self,weaksubj,1,defeating,adj,n negative
self,strongsubj,1,destructive,adj,n negative
self,strongsubj,1,determination,adj,n positive
self,strongsubj,1,determination,noun,n positive
self,weaksubj,1,examination,adj,n neutral
self,weaksubj,1,examination,noun,n neutral
self,strongsubj,1,humiliation,adj,n negative
self,strongsubj,1,humiliation,noun,n negative
self,strongsubj,1,interest,adj,n negative
self,strongsubj,1,interest,noun,n negative
self,strongsubj,1,interested,anypos,n negative
self,strongsubj,1,respect,noun,n positive
self,strongsubj,1,satisfaction,adj,n positive
self,strongsubj,1,satisfaction,noun,n positive
self,strongsubj,1,serving,adj,n negative
self,strongsubj,1,serving,noun,n negative
self,weaksubj,1,sufficiency,adj,n positive
self,weaksubj,1,sufficiency,noun,n positive
self,weaksubj,1,sufficient,adj,n positive
selfinterested,strongsubj,1,anypos,n,negative
selfish,strongsubj,1,anypos,n,negative
selfishly,strongsubj,1,anypos,n,negative
selfishness,strongsubj,1,noun,n,negative
semblance,weaksubj,1,noun,n,positive
senile,strongsubj,1,adj,n,negative
sensation,strongsubj,1,adj,n,positive
sensation,strongsubj,1,noun,n,positive
sensational,strongsubj,1,anypos,n,positive
sensationalize,strongsubj,1,anypos,y,negative
sensationally,strongsubj,1,anypos,n,positive
sensations,strongsubj,1,adj,n,positive
sensations,strongsubj,1,noun,n,positive
sense,weaksubj,1,adj,n,positive
sense,weaksubj,1,verb,y,positive
sense,weaksubj,1,noun,n,positive
senseless,strongsubj,1,adj,n,negative
senselessly,strongsubj,1,anypos,n,negative
sensible,strongsubj,1,anypos,n,positive
sensibly,strongsubj,1,anypos,n,positive
sensitive,weaksubj,1,adj,n,positive
sensitive,weaksubj,1,noun,n,positive
sensitively,strongsubj,1,anypos,y,positive
sensitivity,strongsubj,1,adj,n,positive
sensitivity,strongsubj,1,noun,n,positive
sentiment,strongsubj,1,adj,n,positive
sentiment,strongsubj,1,noun,n,positive
sentimentality,strongsubj,1,anypos,y,positive
sentimentally,strongsubj,1,anypos,y,positive
sentiments,strongsubj,1,anypos,n,positive
serene,strongsubj,1,adj,n,positive
serenity,strongsubj,1,noun,n,positive
serious,strongsubj,1,anypos,n,negative
seriously,strongsubj,1,anypos,n,negative
seriousness,strongsubj,1,noun,n,negative
sermonize,strongsubj,1,verb,y,negative
servitude,strongsubj,1,noun,n,negative
settle,weaksubj,1,adj,n,positive
set,strongsubj,1,up,adj,n negative
set,strongsubj,1,up,noun,n negative
sever,weaksubj,1,adj,n,negative
severe,weaksubj,1,adj,n,negative
severe,strongsubj,1,anypos,n,negative
severely,strongsubj,1,anypos,n,negative
severity,strongsubj,1,noun,n,negative
sexy,strongsubj,1,adj,n,positive
shabby,strongsubj,1,adj,n,negative
shadow,strongsubj,1,verb,y,negative
shadowy,weaksubj,1,adj,n,negative
shady,strongsubj,1,adj,n,negative
shake,weaksubj,1,verb,y,negative
shaky,weaksubj,1,adj,n,negative
shallow,weaksubj,1,adj,n,negative
sham,strongsubj,1,adj,n,negative
shambles,strongsubj,1,adj,n,negative
shame,strongsubj,1,noun,n,negative
shame,strongsubj,1,verb,y,negative
shameful,strongsubj,1,adj,n,negative
shameful,strongsubj,1,noun,n,negative
shamefully,strongsubj,1,anypos,n,negative
shamefully,strongsubj,1,noun,n,negative
shamefulness,strongsubj,1,noun,n,negative
shameless,strongsubj,1,adj,n,negative
shamelessly,strongsubj,1,anypos,n,negative
shamelessness,strongsubj,1,noun,n,negative
shark,strongsubj,1,noun,n,negative
sharp,weaksubj,1,adj,n,negative
sharply,weaksubj,1,adverb,n,negative
shatter,strongsubj,1,verb,y,negative
sheer,strongsubj,1,adj,n,negative
shelter,weaksubj,1,noun,n,positive
shelter,weaksubj,1,verb,y,positive
shield,weaksubj,1,verb,y,positive
shimmer,strongsubj,1,anypos,y,positive
shimmering,strongsubj,1,anypos,y,positive
shimmeringly,strongsubj,1,anypos,n,positive
shine,weaksubj,1,anypos,y,positive
shiny,weaksubj,1,adj,n,positive
shiny,strongsubj,1,anypos,n,positive
shirk,strongsubj,1,verb,y,negative
shirker,strongsubj,1,anypos,n,negative
shipwreck,weaksubj,1,noun,n,negative
shiver,strongsubj,1,verb,y,negative
shock,strongsubj,1,adj,n,negative
shock,strongsubj,1,noun,n,negative
shock,strongsubj,1,verb,y,negative
shocking,strongsubj,1,adj,n,negative
shockingly,strongsubj,1,anypos,n,negative
shoddy,strongsubj,1,adj,n,negative
short,weaksubj,1,lived,adj,n negative
shortage,weaksubj,1,noun,n,negative
shortchange,strongsubj,1,verb,y,negative
shortcoming,strongsubj,1,noun,n,negative
shortcomings,strongsubj,1,noun,n,negative
shortsighted,strongsubj,1,anypos,n,negative
shortsightedness,strongsubj,1,anypos,n,negative
should,weaksubj,1,anypos,y,neutral
show,weaksubj,1,anypos,y,neutral
showdown,weaksubj,1,adj,n,negative
showdown,weaksubj,1,noun,n,negative
shred,weaksubj,1,noun,n,negative
shred,weaksubj,1,verb,y,negative
shrew,strongsubj,1,noun,n,negative
shrewd,strongsubj,1,adj,n,positive
shrewdly,strongsubj,1,adverb,n,positive
shrewdness,strongsubj,1,noun,n,positive
shriek,strongsubj,1,verb,y,negative
shrill,strongsubj,1,adj,n,negative
shrill,strongsubj,1,noun,n,negative
shrilly,strongsubj,1,anypos,n,negative
shrivel,strongsubj,1,verb,y,negative
shroud,strongsubj,1,verb,y,negative
shrouded,strongsubj,1,verb,n,negative
shrug,weaksubj,1,noun,n,negative
shrug,weaksubj,1,verb,y,negative
shun,strongsubj,1,verb,y,negative
shunned,strongsubj,1,adj,n,negative
shy,strongsubj,1,adj,n,negative
shyly,strongsubj,1,adverb,n,negative
shyness,strongsubj,1,noun,n,negative
sick,weaksubj,1,adj,n,negative
sicken,weaksubj,1,verb,y,negative
sickly,strongsubj,1,adverb,n,negative
sickening,strongsubj,1,adj,n,negative
sickening,strongsubj,1,anypos,n,negative
sickeningly,strongsubj,1,anypos,n,negative
sickness,weaksubj,1,noun,n,negative
sidetrack,strongsubj,1,verb,y,negative
sidetracked,strongsubj,1,adj,n,negative
siege,weaksubj,1,noun,n,negative
signals,weaksubj,1,adj,n,neutral
signals,weaksubj,1,noun,n,neutral
significant,weaksubj,1,adj,n,positive
significance,weaksubj,1,noun,n,positive
signify,weaksubj,1,verb,y,positive
sillily,strongsubj,1,anypos,n,negative
silly,strongsubj,1,anypos,n,negative
simmer,strongsubj,1,verb,y,negative
simple,weaksubj,1,adj,n,positive
simplicity,strongsubj,1,noun,n,positive
simplified,weaksubj,1,adj,n,positive
simplify,weaksubj,1,verb,y,positive
simplistic,strongsubj,1,adj,n,negative
simplistic,strongsubj,1,noun,n,negative
simplistically,strongsubj,1,anypos,n,negative
simply,weaksubj,1,anypos,y,neutral
sin,strongsubj,1,adj,n,negative
sin,strongsubj,1,noun,n,negative
sinful,strongsubj,1,adj,n,negative
sinfully,strongsubj,1,adverb,n,negative
sincere,strongsubj,1,adj,n,positive
sincerely,strongsubj,1,anypos,n,positive
sincerity,weaksubj,1,adj,n,positive
sincerity,weaksubj,1,noun,n,positive
sinister,strongsubj,1,adj,n,negative
sinisterly,strongsubj,1,anypos,n,negative
sinking,weaksubj,1,adj,n,negative
sinking,weaksubj,1,noun,n,negative
skeletons,strongsubj,1,adj,n,negative
skeletons,strongsubj,1,noun,n,negative
skeptical,strongsubj,1,adj,n,negative
skeptical,strongsubj,1,noun,n,negative
skeptically,strongsubj,1,anypos,n,negative
skepticism,strongsubj,1,adj,n,negative
skepticism,strongsubj,1,noun,n,negative
sketchy,weaksubj,1,adj,n,negative
skill,weaksubj,1,noun,n,positive
skilled,weaksubj,1,adj,n,positive
skillful,strongsubj,1,adj,n,positive
skillful,strongsubj,1,noun,n,positive
skillfully,strongsubj,1,adverb,n,positive
skimpy,weaksubj,1,adj,n,negative
skittish,strongsubj,1,adj,n,negative
skittish,strongsubj,1,anypos,y,negative
skittishly,strongsubj,1,anypos,n,negative
skulk,strongsubj,1,verb,y,negative
skyrocketing,weaksubj,1,adj,n,negative
slack,weaksubj,1,adj,n,negative
slander,strongsubj,1,noun,n,negative
slander,strongsubj,1,verb,y,negative
slanderer,strongsubj,1,noun,n,negative
slanderous,strongsubj,1,adj,n,negative
slanderously,strongsubj,1,anypos,n,negative
slanders,strongsubj,1,adj,n,negative
slanders,strongsubj,1,noun,n,negative
slap,strongsubj,1,verb,y,negative
slashing,strongsubj,1,adj,n,negative
slashing,strongsubj,1,noun,n,negative
slaughter,weaksubj,1,adj,n,negative
slaughter,weaksubj,1,noun,n,negative
slaughter,weaksubj,1,verb,y,negative
slaughtered,weaksubj,1,adj,n,negative
slaves,strongsubj,1,adj,n,negative
slaves,strongsubj,1,noun,n,negative
sleazy,strongsubj,1,adj,n,negative
sleek,weaksubj,1,adj,n,positive
sleepy,weaksubj,1,adj,n,neutral
slender,weaksubj,1,adj,n,positive
slight,weaksubj,1,adj,n,negative
slight,weaksubj,1,noun,n,negative
slight,weaksubj,1,verb,y,negative
slightly,weaksubj,1,adverb,n,negative
slim,weaksubj,1,adj,n,positive
slim,weaksubj,1,noun,n,positive
slime,strongsubj,1,noun,n,negative
sloppy,strongsubj,1,adj,n,negative
sloppily,strongsubj,1,adverb,n,negative
sloth,strongsubj,1,noun,n,negative
slothful,strongsubj,1,adj,n,negative
slow,weaksubj,1,adj,n,negative
slowly,weaksubj,1,adverb,n,negative
slow,weaksubj,1,moving,adj,n negative
slug,weaksubj,1,noun,n,negative
sluggish,weaksubj,1,adj,n,negative
slump,weaksubj,1,adj,n,negative
slump,weaksubj,1,noun,n,negative
slur,strongsubj,1,noun,n,negative
sly,strongsubj,1,adj,n,negative
smack,strongsubj,1,adj,n,negative
smack,strongsubj,1,noun,n,negative
smart,strongsubj,1,adj,n,positive
smart,strongsubj,1,verb,y,positive
smarter,strongsubj,1,adj,n,positive
smartest,strongsubj,1,anypos,n,positive
smartly,strongsubj,1,anypos,n,positive
smash,weaksubj,1,noun,n,negative
smash,weaksubj,1,verb,y,negative
smear,weaksubj,1,verb,y,negative
smelling,weaksubj,1,anypos,y,negative
smile,strongsubj,1,noun,n,positive
smile,strongsubj,1,verb,y,positive
smiling,strongsubj,1,adj,n,positive
smilingly,strongsubj,1,adverb,n,positive
smitten,strongsubj,1,verb,y,positive
smokescreen,strongsubj,1,adj,n,negative
smokescreen,strongsubj,1,noun,n,negative
smolder,strongsubj,1,verb,y,negative
smoldering,strongsubj,1,adj,n,negative
smooth,weaksubj,1,adj,n,positive
smother,strongsubj,1,verb,y,negative
smoulder,strongsubj,1,verb,y,negative
smouldering,strongsubj,1,anypos,n,negative
smug,strongsubj,1,adj,n,negative
smugly,strongsubj,1,adverb,n,negative
smut,strongsubj,1,noun,n,negative
smuttier,strongsubj,1,adj,n,negative
smuttiest,strongsubj,1,adj,n,negative
smutty,strongsubj,1,adj,n,negative
snare,weaksubj,1,noun,n,negative
snarl,weaksubj,1,noun,n,negative
snarl,weaksubj,1,verb,y,negative
snatch,weaksubj,1,verb,y,negative
sneak,weaksubj,1,noun,n,negative
sneak,weaksubj,1,verb,y,negative
sneakily,weaksubj,1,adverb,n,negative
sneaky,weaksubj,1,adj,n,negative
sneer,strongsubj,1,noun,n,negative
sneer,strongsubj,1,verb,y,negative
sneering,strongsubj,1,anypos,n,negative
sneeringly,strongsubj,1,anypos,n,negative
snub,strongsubj,1,verb,y,negative
so,weaksubj,1,anypos,y,neutral
so,strongsubj,1,cal,adj,n negative
so,strongsubj,1,called,anypos,n negative
sob,strongsubj,1,verb,y,negative
sober,strongsubj,1,adj,n,negative
sober,weaksubj,1,verb,y,negative
sobering,strongsubj,1,adj,n,negative
sociable,strongsubj,1,adj,n,positive
soft,weaksubj,1,spoken,adj,n positive
soften,strongsubj,1,adj,n,positive
soften,strongsubj,1,noun,n,positive
soften,strongsubj,1,verb,y,positive
solace,strongsubj,1,verb,y,positive
solemn,weaksubj,1,adj,n,negative
solemn,weaksubj,1,noun,n,negative
solicitous,strongsubj,1,anypos,n,positive
solicitously,strongsubj,1,anypos,n,positive
solicitude,strongsubj,1,noun,n,positive
solid,weaksubj,1,adj,n,positive
solid,weaksubj,1,noun,n,positive
solidarity,strongsubj,1,adj,n,positive
solidarity,strongsubj,1,noun,n,positive
soliloquize,strongsubj,1,verb,y,neutral
somber,strongsubj,1,adj,n,negative
soothe,strongsubj,1,verb,y,positive
soothingly,strongsubj,1,anypos,n,positive
sophisticated,strongsubj,1,adj,n,positive
sore,strongsubj,1,adj,n,negative
sore,strongsubj,1,noun,n,negative
sorely,strongsubj,1,anypos,n,negative
soreness,weaksubj,1,noun,n,negative
sorrow,strongsubj,1,noun,n,negative
sorrow,weaksubj,1,verb,y,negative
sorrowful,strongsubj,1,anypos,n,negative
sorrowfully,strongsubj,1,anypos,n,negative
sorry,strongsubj,1,adj,n,negative
sound,weaksubj,1,adj,n,positive
sounding,weaksubj,1,anypos,n,negative
soundness,weaksubj,1,noun,n,positive
sour,weaksubj,1,adj,n,negative
sourly,weaksubj,1,adj,n,negative
sovereignty,weaksubj,1,adj,n,neutral
sovereignty,weaksubj,1,noun,n,neutral
spacious,weaksubj,1,adj,n,positive
spade,strongsubj,1,adj,n,negative
spade,strongsubj,1,noun,n,negative
spank,strongsubj,1,verb,y,negative
spare,weaksubj,1,verb,y,positive
sparing,weaksubj,1,adj,n,positive
sparingly,weaksubj,1,adverb,n,positive
sparkle,strongsubj,1,anypos,y,positive
sparkling,weaksubj,1,adj,n,positive
specific,weaksubj,1,adj,n,neutral
specifically,weaksubj,1,anypos,n,neutral
special,weaksubj,1,adj,n,positive
spectacular,strongsubj,1,adj,n,positive
spectacularly,strongsubj,1,anypos,n,positive
speculate,weaksubj,1,verb,y,neutral
speculation,weaksubj,1,adj,n,neutral
speculation,weaksubj,1,noun,n,neutral
speedy,weaksubj,1,adj,n,positive
spellbind,strongsubj,1,verb,y,positive
spellbinding,strongsubj,1,anypos,n,positive
spellbindingly,strongsubj,1,anypos,n,positive
spellbound,strongsubj,1,verb,y,positive
spilling,strongsubj,1,adj,n,negative
spilling,strongsubj,1,noun,n,negative
spinster,weaksubj,1,noun,n,negative
spirit,weaksubj,1,adj,n,positive
spirit,weaksubj,1,noun,n,positive
spirited,weaksubj,1,adj,n,positive
spiritless,strongsubj,1,adj,n,negative
spiritual,strongsubj,1,adj,n,positive
spiritual,strongsubj,1,noun,n,positive
spite,strongsubj,1,noun,n,negative
spiteful,strongsubj,1,adj,n,negative
spitefully,strongsubj,1,anypos,n,negative
spitefulness,strongsubj,1,noun,n,negative
splayed,strongsubj,1,finger,adj,n neutral
splayed,strongsubj,1,finger,noun,n neutral
splendid,strongsubj,1,adj,n,positive
splendidly,strongsubj,1,anypos,n,positive
splendor,strongsubj,1,noun,n,positive
split,weaksubj,1,noun,n,negative
split,weaksubj,1,verb,y,negative
splitting,weaksubj,1,adj,n,negative
spoil,strongsubj,1,verb,y,negative
spook,strongsubj,1,verb,y,negative
spookier,strongsubj,1,adj,n,negative
spookiest,strongsubj,1,adj,n,negative
spookily,strongsubj,1,anypos,n,negative
spooky,strongsubj,1,adj,n,negative
spooky,strongsubj,1,anypos,n,negative
spoon,strongsubj,1,fed,anypos,n negative
spoon,strongsubj,1,feed,verb,y negative
spoonfed,strongsubj,1,anypos,n,negative
sporadic,weaksubj,1,adj,n,negative
spot,weaksubj,1,adj,n,negative
spotless,strongsubj,1,adj,n,positive
spotty,weaksubj,1,adj,n,negative
sprightly,strongsubj,1,adj,n,positive
spur,strongsubj,1,verb,y,positive
spurious,strongsubj,1,adj,n,negative
spurn,strongsubj,1,verb,y,negative
sputter,strongsubj,1,verb,y,negative
squabble,strongsubj,1,verb,y,negative
squabbling,strongsubj,1,anypos,n,negative
squander,strongsubj,1,verb,y,negative
squarely,strongsubj,1,adj,n,positive
squash,strongsubj,1,verb,y,negative
squirm,strongsubj,1,verb,y,negative
stab,weaksubj,1,verb,y,negative
stability,weaksubj,1,adj,n,positive
stability,weaksubj,1,noun,n,positive
stabilize,weaksubj,1,verb,y,positive
stable,weaksubj,1,adj,n,positive
stable,weaksubj,1,noun,n,positive
stagger,weaksubj,1,verb,y,negative
staggering,strongsubj,1,adj,n,negative
staggeringly,strongsubj,1,anypos,n,negative
stagnant,weaksubj,1,adj,n,negative
stagnate,strongsubj,1,verb,y,negative
stagnation,strongsubj,1,noun,n,negative
